skaterFullName,playerId,height,weight,birthDate,birthCity,birthStateProvinceCode,birthCountryCode,draftYear,draftRound,draftOverall,isInHallOfFameYn,currentTeamAbbrev,currentTeamName,shootsCatches,positionCode,gamesPlayed,goals,assists,points,nationalityCode,lastName,firstSeasonForGameType
Miro Heiskanen,8480036,74,197,1999-07-18,Espoo,,FIN,2017.0,1.0,3.0,N,DAL,Dallas Stars,L,D,77,9,54,63,FIN,Heiskanen,20182019
Brendan Gaunce,8476867,74,222,1994-03-25,Sudbury,ON,CAN,2012.0,1.0,26.0,N,CBJ,Columbus Blue Jackets,L,C,25,2,4,6,CAN,Gaunce,20152016
Dylan Strome,8478440,76,200,1997-03-07,Mississauga,ON,CAN,2015.0,1.0,3.0,N,WSH,Washington Capitals,L,C,77,19,38,57,CAN,Strome,20162017
Jake Christiansen,8481161,72,199,1999-09-12,West Vancouver,BC,CAN,,,,N,CBJ,Columbus Blue Jackets,L,D,38,0,2,2,CAN,Christiansen,20212022
Sam Dickinson,8484806,75,200,2006-06-07,Toronto,ON,CAN,2024.0,1.0,11.0,N,SJS,San Jose Sharks,L,D,68,1,12,13,CAN,Dickinson,20252026
Brayden Schenn,8475170,73,200,1991-08-22,Saskatoon,SK,CAN,2009.0,1.0,5.0,N,NYI,New York Islanders,L,C,77,18,21,39,CAN,Schenn,20092010
Mike Matheson,8476875,74,196,1994-02-27,Pointe-Claire,QC,CAN,2012.0,1.0,23.0,N,MTL,Montréal Canadiens,L,D,76,7,30,37,CAN,Matheson,20152016
Hunter Skinner,8481715,75,195,2001-04-29,Wyandotte,MI,USA,2019.0,4.0,112.0,N,STL,St. Louis Blues,R,D,1,0,0,0,USA,Skinner,20252026
Jack Devine,8483433,71,173,2003-10-01,Glencoe,IL,USA,2022.0,7.0,221.0,N,FLA,Florida Panthers,R,R,6,0,0,0,USA,Devine,20252026
Axel Sandin-Pellikka,8484223,72,186,2005-03-11,Gallivare,,SWE,2023.0,1.0,17.0,N,DET,Detroit Red Wings,R,D,66,7,14,21,SWE,Sandin-Pellikka,20252026
Jeff Malott,8482408,77,215,1996-08-07,Burlington,ON,CAN,,,,N,LAK,Los Angeles Kings,L,L,58,3,6,9,CAN,Malott,20212022
Sean Durzi,8480434,73,196,1998-10-21,Mississauga,ON,CAN,2018.0,2.0,52.0,N,UTA,Utah Mammoth,R,D,57,5,22,27,CAN,Durzi,20212022
Linus Karlsson,8481024,73,178,1999-11-16,Landsbro,,SWE,2018.0,3.0,87.0,N,VAN,Vancouver Canucks,R,C,75,15,19,34,SWE,Karlsson,20232024
Kirill Marchenko,8480893,75,201,2000-07-21,Barnaul,,RUS,2018.0,2.0,49.0,N,CBJ,Columbus Blue Jackets,R,R,73,26,39,65,RUS,Marchenko,20222023
Nick Jensen,8475324,72,202,1990-09-21,Rogers,MN,USA,2009.0,5.0,150.0,N,OTT,Ottawa Senators,R,D,61,4,13,17,USA,Jensen,20162017
Anthony Duclair,8477407,72,198,1995-08-26,Pointe-Claire,QC,CAN,2013.0,3.0,80.0,N,NYI,New York Islanders,L,L,61,12,15,27,CAN,Duclair,20142015
William Carrier,8477478,74,214,1994-12-20,LaSalle,QC,CAN,2013.0,2.0,57.0,N,CAR,Carolina Hurricanes,L,L,68,7,11,18,CAN,Carrier,20162017
Nils Hoglander,8481535,69,185,2000-12-20,Bockträsk,,SWE,2019.0,2.0,40.0,N,VAN,Vancouver Canucks,L,L,34,2,2,4,SWE,Hoglander,20202021
Braeden Bowman,8483890,73,205,2003-06-26,Kitchener,ON,CAN,,,,N,VGK,Vegas Golden Knights,R,R,54,8,18,26,CAN,Bowman,20252026
Sam Rinzel,8483506,76,194,2004-06-25,Chanhassen,MN,USA,2022.0,1.0,25.0,N,CHI,Chicago Blackhawks,R,D,51,3,10,13,USA,Rinzel,20242025
Kailer Yamamoto,8479977,69,178,1998-09-29,Spokane,WA,USA,2017.0,1.0,22.0,N,UTA,Utah Mammoth,R,R,55,12,10,22,USA,Yamamoto,20172018
Riley Tufte,8479362,78,233,1998-04-10,Coon Rapids,MN,USA,2016.0,1.0,25.0,N,BOS,Boston Bruins,L,L,4,1,0,1,USA,Tufte,20212022
Pavel Mintyukov,8483490,73,207,2003-11-25,Moscow,,RUS,2022.0,1.0,10.0,N,ANA,Anaheim Ducks,L,D,70,8,14,22,RUS,Mintyukov,20232024
Adam Erne,8477454,73,209,1995-04-20,New Haven,CT,USA,2013.0,2.0,33.0,N,DAL,Dallas Stars,L,L,43,6,2,8,USA,Erne,20162017
Jacob Bernard-Docker,8480879,73,196,2000-06-30,Canmore,AB,CAN,2018.0,1.0,26.0,N,DET,Detroit Red Wings,R,D,62,1,4,5,CAN,Bernard-Docker,20202021
Matthew Robertson,8481525,76,210,2001-03-09,Edmonton,AB,CAN,2019.0,2.0,49.0,N,NYR,New York Rangers,L,D,69,5,12,17,CAN,Robertson,20242025
Brad Marchand,8473419,69,180,1988-05-11,Halifax,NS,CAN,2006.0,3.0,71.0,N,FLA,Florida Panthers,L,L,52,27,27,54,CAN,Marchand,20092010
Ross Johnston,8477527,77,232,1994-02-18,Charlottetown,PE,CAN,,,,N,ANA,Anaheim Ducks,L,L,62,3,11,14,CAN,Johnston,20152016
J.T. Miller,8476468,72,211,1993-03-14,East Palestine,OH,USA,2011.0,1.0,15.0,N,NYR,New York Rangers,L,C,65,17,34,51,USA,Miller,20122013
Nathan Bastian,8479414,76,217,1997-12-06,Kitchener,ON,CAN,2016.0,2.0,41.0,N,DAL,Dallas Stars,R,R,36,6,1,7,CAN,Bastian,20182019
Nick Schmaltz,8477951,72,184,1996-02-23,Madison,WI,USA,2014.0,1.0,20.0,N,UTA,Utah Mammoth,R,C,78,31,41,72,USA,Schmaltz,20162017
Cale Makar,8480069,72,187,1998-10-30,Calgary,AB,CAN,2017.0,1.0,4.0,N,COL,Colorado Avalanche,R,D,73,20,55,75,CAN,Makar,20192020
Jacob Gaucher,8481848,75,185,2001-03-09,Longueuil,QC,CAN,,,,N,PHI,Philadelphia Flyers,R,C,3,0,0,0,CAN,Gaucher,20242025
Tristan Broz,8482698,72,204,2002-10-10,River Falls,WI,USA,2021.0,2.0,58.0,N,PIT,Pittsburgh Penguins,L,C,1,0,0,0,USA,Broz,20252026
Gage Goncalves,8482201,73,189,2001-01-16,Mission,BC,CAN,2020.0,2.0,62.0,N,TBL,Tampa Bay Lightning,L,C,71,11,21,32,CAN,Goncalves,20232024
Charle-Edouard D'Astous,8480426,74,211,1998-04-21,Rimouski,QC,CAN,,,,N,TBL,Tampa Bay Lightning,L,D,67,6,23,29,CAN,D'Astous,20252026
Dakota Joshua,8478057,75,218,1996-05-15,Dearborn,MI,USA,2014.0,5.0,128.0,N,TOR,Toronto Maple Leafs,L,C,55,10,8,18,USA,Joshua,20202021
Charlie McAvoy,8479325,73,211,1997-12-21,Long Beach,NY,USA,2016.0,1.0,14.0,N,BOS,Boston Bruins,R,D,67,11,49,60,USA,McAvoy,20172018
Erik Haula,8475287,71,191,1991-03-23,Pori,,FIN,2009.0,7.0,182.0,N,NSH,Nashville Predators,L,L,79,14,24,38,FIN,Haula,20132014
Alex Iafallo,8480113,72,201,1993-12-21,Eden,NY,USA,,,,N,WPG,Winnipeg Jets,L,L,78,13,16,29,USA,Iafallo,20172018
Bokondji Imama,8478147,73,223,1996-08-03,Montréal,QC,CAN,2015.0,6.0,180.0,N,PIT,Pittsburgh Penguins,L,L,2,0,0,0,CAN,Imama,20212022
Isaak Phillips,8482192,75,205,2001-09-28,Barrie,ON,CAN,2020.0,5.0,141.0,N,WPG,Winnipeg Jets,L,D,3,0,0,0,CAN,Phillips,20212022
Morgan Barron,8480289,76,220,1998-12-02,Halifax,NS,CAN,2017.0,6.0,174.0,N,WPG,Winnipeg Jets,L,C,65,11,12,23,CAN,Barron,20202021
Zack MacEwen,8479772,76,226,1996-07-08,Charlottetown,PE,CAN,,,,N,NJD,New Jersey Devils,R,R,3,0,0,0,CAN,MacEwen,20182019
Cameron Hughes,8478888,72,190,1996-10-09,Edmonton,AB,CAN,2015.0,6.0,165.0,N,DAL,Dallas Stars,L,C,2,1,0,1,CAN,Hughes,20192020
Bobby Brink,8481553,68,169,2001-07-08,Minnetonka,MN,USA,2019.0,2.0,34.0,N,MIN,Minnesota Wild,R,R,65,15,15,30,USA,Brink,20212022
Niko Mikkola,8478859,78,204,1996-04-27,Kiiminki,,FIN,2015.0,5.0,127.0,N,FLA,Florida Panthers,L,D,68,3,8,11,FIN,Mikkola,20192020
Nikita Nesterenko,8481754,74,203,2001-09-10,Brooklyn,NY,USA,2019.0,6.0,172.0,N,ANA,Anaheim Ducks,L,C,29,1,8,9,USA,Nesterenko,20222023
Conor Sheary,8477839,68,180,1992-06-08,Winchester,MA,USA,,,,N,NYR,New York Rangers,L,L,59,7,10,17,USA,Sheary,20152016
Leon Draisaitl,8477934,74,209,1995-10-27,Cologne,,DEU,2014.0,1.0,3.0,N,EDM,Edmonton Oilers,L,C,65,35,62,97,DEU,Draisaitl,20142015
Adam Edstrom,8481726,79,232,2000-10-12,Karlstad,,SWE,2019.0,6.0,161.0,N,NYR,New York Rangers,L,C,35,3,2,5,SWE,Edstrom,20232024
David Kampf,8480144,74,198,1995-01-12,Chomutov,,CZE,,,,N,WSH,Washington Capitals,L,C,40,2,4,6,CZE,Kampf,20172018
Jacob Melanson,8482874,72,207,2003-04-22,Halifax,NS,CAN,2021.0,5.0,131.0,N,SEA,Seattle Kraken,R,R,35,2,3,5,CAN,Melanson,20242025
Steven Stamkos,8474564,73,193,1990-02-07,Markham,ON,CAN,2008.0,1.0,1.0,N,NSH,Nashville Predators,R,C,79,39,22,61,CAN,Stamkos,20082009
Noah Laba,8483690,75,214,2003-08-04,Northville,MI,USA,2022.0,4.0,111.0,N,NYR,New York Rangers,R,C,71,9,14,23,USA,Laba,20252026
Martin Fehervary,8480796,74,215,1999-10-06,Bratislava,,SVK,2018.0,2.0,46.0,N,WSH,Washington Capitals,L,D,78,5,20,25,SVK,Fehervary,20192020
Logan Stankoven,8482702,68,165,2003-02-26,Kamloops,BC,CAN,2021.0,2.0,47.0,N,CAR,Carolina Hurricanes,R,C,79,21,21,42,CAN,Stankoven,20232024
Angus Booth,8483699,72,177,2004-04-27,Montréal,QC,CAN,2022.0,4.0,116.0,N,LAK,Los Angeles Kings,L,D,1,1,0,1,CAN,Booth,20252026
Brendan Smith,8474090,74,200,1989-02-08,Mimico,ON,CAN,2007.0,1.0,27.0,N,CBJ,Columbus Blue Jackets,L,D,15,0,2,2,CAN,Smith,20112012
Steven Santini,8477463,75,217,1995-03-07,Bronxville,NY,USA,2013.0,2.0,42.0,N,TBL,Tampa Bay Lightning,R,D,11,0,1,1,USA,Santini,20152016
J.J. Moser,8482655,74,183,2000-06-06,Biel,,CHE,2021.0,2.0,60.0,N,TBL,Tampa Bay Lightning,L,D,77,7,21,28,CHE,Moser,20212022
Alex Steeves,8482634,72,199,1999-12-10,Saint Paul,MN,USA,,,,N,BOS,Boston Bruins,L,C,42,9,7,16,USA,Steeves,20212022
Ryan Lindgren,8479324,72,194,1998-02-11,Burnsville,MN,USA,2016.0,2.0,49.0,N,SEA,Seattle Kraken,L,D,73,2,7,9,USA,Lindgren,20182019
Ryan Nugent-Hopkins,8476454,73,192,1993-04-12,Burnaby,BC,CAN,2011.0,1.0,1.0,N,EDM,Edmonton Oilers,L,C,69,19,36,55,CAN,Nugent-Hopkins,20112012
Trevor Zegras,8481533,72,185,2001-03-20,Bedford,NY,USA,2019.0,1.0,9.0,N,PHI,Philadelphia Flyers,L,C,79,25,41,66,USA,Zegras,20202021
Matt Kiersted,8482641,72,182,1998-04-14,Elk River,MN,USA,,,,N,MIN,Minnesota Wild,L,D,4,0,1,1,USA,Kiersted,20202021
Oliver Bjorkstrand,8477416,72,175,1995-04-10,Herning,,DNK,2013.0,3.0,89.0,N,TBL,Tampa Bay Lightning,R,R,77,11,19,30,DNK,Bjorkstrand,20152016
Anze Kopitar,8471685,75,225,1987-08-24,Jesenice,,SVN,2005.0,1.0,11.0,N,LAK,Los Angeles Kings,L,C,63,12,24,36,SVN,Kopitar,20062007
Seamus Casey,8483429,70,181,2004-01-08,Miami,FL,USA,2022.0,2.0,46.0,N,NJD,New Jersey Devils,R,D,2,0,0,0,USA,Casey,20242025
Oliver Kapanen,8482775,74,194,2003-07-29,Timra,,SWE,2021.0,2.0,64.0,N,MTL,Montréal Canadiens,R,C,79,22,15,37,FIN,Kapanen,20242025
Reilly Smith,8475191,73,185,1991-04-01,Mimico,ON,CAN,2009.0,3.0,69.0,N,VGK,Vegas Golden Knights,L,R,67,13,9,22,CAN,Smith,20112012
Gabriel Vilardi,8480014,75,216,1999-08-16,Kingston,ON,CAN,2017.0,1.0,11.0,N,WPG,Winnipeg Jets,R,C,78,29,35,64,CAN,Vilardi,20192020
Nick Bjugstad,8475760,78,210,1992-07-17,Minneapolis,MN,USA,2010.0,1.0,19.0,N,NJD,New Jersey Devils,R,C,58,6,3,9,USA,Bjugstad,20122013
Roman Josi,8474600,73,201,1990-06-01,Bern,,CHE,2008.0,2.0,38.0,N,NSH,Nashville Predators,L,D,66,13,41,54,CHE,Josi,20112012
Olle Lycksell,8480245,71,197,1999-08-24,Oskarshamn,,SWE,2017.0,6.0,168.0,N,OTT,Ottawa Senators,L,R,7,1,1,2,SWE,Lycksell,20222023
Florian Xhekaj,8484403,75,195,2004-06-27,Hamilton,ON,CAN,2023.0,4.0,101.0,N,MTL,Montréal Canadiens,L,L,5,0,1,1,CAN,Xhekaj,20252026
Luke Glendening,8476822,71,190,1989-04-28,Grand Rapids,MI,USA,,,,N,PHI,Philadelphia Flyers,R,C,67,2,7,9,USA,Glendening,20132014
Luca Del Bel Belluz,8483432,73,185,2003-11-10,Woodbridge,ON,CAN,2022.0,2.0,44.0,N,CBJ,Columbus Blue Jackets,L,C,14,0,1,1,CAN,Del Bel Belluz,20232024
Tage Thompson,8479420,78,220,1997-10-30,Phoenix,AZ,USA,2016.0,1.0,26.0,N,BUF,Buffalo Sabres,R,C,80,38,41,79,USA,Thompson,20172018
Ty Dellandrea,8480848,74,185,2000-07-21,Port Perry,ON,CAN,2018.0,1.0,13.0,N,SJS,San Jose Sharks,R,C,45,2,9,11,CAN,Dellandrea,20202021
Mattias Janmark,8477406,74,205,1992-12-08,Danderyd,,SWE,2013.0,3.0,79.0,N,EDM,Edmonton Oilers,L,C,43,1,7,8,SWE,Janmark,20152016
Dakota Mermis,8477541,72,197,1994-01-05,Alton,IL,USA,,,,N,TOR,Toronto Maple Leafs,L,D,11,1,0,1,USA,Mermis,20172018
Taylor Makar,8482953,75,190,2001-03-13,Calgary,AB,CAN,2021.0,7.0,220.0,N,COL,Colorado Avalanche,L,L,12,0,0,0,CAN,Makar,20252026
Adam Fantilli,8484166,74,205,2004-10-12,Nobleton,ON,CAN,2023.0,1.0,3.0,N,CBJ,Columbus Blue Jackets,L,C,79,23,33,56,CAN,Fantilli,20232024
Simon Benoit,8481122,76,210,1998-09-19,Laval,QC,CAN,,,,N,TOR,Toronto Maple Leafs,L,D,70,0,5,5,CAN,Benoit,20202021
Ian Moore,8482178,75,205,2002-01-04,Salt Lake City,UT,USA,2020.0,3.0,67.0,N,ANA,Anaheim Ducks,R,D,64,4,8,12,USA,Moore,20242025
Kenny Connors,8483675,73,199,2003-03-10,Glen Mills,PA,USA,2022.0,4.0,103.0,N,LAK,Los Angeles Kings,L,C,2,0,0,0,USA,Connors,20252026
Arshdeep Bains,8483395,72,184,2001-01-09,Surrey,BC,CAN,,,,N,VAN,Vancouver Canucks,L,L,28,1,4,5,CAN,Bains,20232024
Dawson Mercer,8482110,72,180,2001-10-27,Carbonear,NL,CAN,2020.0,1.0,18.0,N,NJD,New Jersey Devils,R,C,79,18,21,39,CAN,Mercer,20212022
Matty Beniers,8482665,74,181,2002-11-05,Hingham,MA,USA,2021.0,1.0,2.0,N,SEA,Seattle Kraken,L,C,78,19,28,47,USA,Beniers,20212022
Jonathan Aspirot,8481219,72,212,1999-05-16,Mascouche,QC,CAN,,,,N,BOS,Boston Bruins,L,D,58,3,10,13,CAN,Aspirot,20252026
Samuel Girard,8479398,70,170,1998-05-12,Roberval,QC,CAN,2016.0,2.0,47.0,N,PIT,Pittsburgh Penguins,L,D,58,3,15,18,CAN,Girard,20172018
Justin Sourdif,8482088,72,195,2002-03-24,Richmond,BC,CAN,2020.0,3.0,87.0,N,WSH,Washington Capitals,R,C,75,15,19,34,CAN,Sourdif,20232024
Brandon Carlo,8478443,77,227,1996-11-26,Colorado Springs,CO,USA,2015.0,2.0,37.0,N,TOR,Toronto Maple Leafs,R,D,55,0,7,7,USA,Carlo,20162017
Quinn Hutson,8485511,71,176,2002-01-01,North Barrington,IL,USA,,,,N,EDM,Edmonton Oilers,R,R,4,1,0,1,USA,Hutson,20242025
Jack Eichel,8478403,74,208,1996-10-28,North Chelmsford,MA,USA,2015.0,1.0,2.0,N,VGK,Vegas Golden Knights,R,C,71,25,58,83,USA,Eichel,20152016
Jordan Kyrou,8479385,73,189,1998-05-05,Toronto,ON,CAN,2016.0,2.0,35.0,N,STL,St. Louis Blues,R,R,68,17,25,42,CAN,Kyrou,20182019
Andrew Agozzino,8475461,70,187,1991-01-03,Kleinburg,ON,CAN,,,,N,UTA,Utah Mammoth,L,L,2,0,0,0,CAN,Agozzino,20142015
Max Domi,8477503,70,208,1995-03-02,Winnipeg,MB,CAN,2013.0,1.0,12.0,N,TOR,Toronto Maple Leafs,L,C,77,11,24,35,CAN,Domi,20152016
Mason Marchment,8478975,77,212,1995-06-18,Uxbridge,ON,CAN,,,,N,CBJ,Columbus Blue Jackets,L,L,65,18,24,42,CAN,Marchment,20192020
Ross Colton,8479525,72,194,1996-09-11,Robbinsville,NJ,USA,2016.0,4.0,118.0,N,COL,Colorado Avalanche,L,C,69,9,15,24,USA,Colton,20202021
Adam Klapka,8483609,80,235,2000-09-14,Praha,,CZE,,,,N,CGY,Calgary Flames,R,R,76,6,12,18,CZE,Klapka,20232024
Adam Larsson,8476457,75,207,1992-11-12,Skelleftea,,SWE,2011.0,1.0,4.0,N,SEA,Seattle Kraken,R,D,78,6,18,24,SWE,Larsson,20112012
Jason Polin,8484255,72,198,1999-06-17,Holt,MI,USA,,,,N,COL,Colorado Avalanche,R,R,3,0,0,0,USA,Polin,20232024
Mark Stone,8475913,75,210,1992-05-13,Winnipeg,MB,CAN,2010.0,6.0,178.0,N,VGK,Vegas Golden Knights,R,R,57,26,43,69,CAN,Stone,20122013
Curtis Lazar,8477508,72,203,1995-02-02,Salmon Arm,BC,CAN,2013.0,1.0,17.0,N,EDM,Edmonton Oilers,R,C,42,4,2,6,CAN,Lazar,20142015
Seth Jones,8477495,76,213,1994-10-03,Arlington,TX,USA,2013.0,1.0,4.0,N,FLA,Florida Panthers,R,D,52,7,25,32,USA,Jones,20132014
Ian Cole,8474013,73,237,1989-02-21,Ann Arbor,MI,USA,2007.0,1.0,18.0,N,UTA,Utah Mammoth,L,D,78,3,20,23,USA,Cole,20102011
Alexandre Carrier,8478851,71,174,1996-10-08,Quebec City,QC,CAN,2015.0,4.0,115.0,N,MTL,Montréal Canadiens,R,D,73,7,15,22,CAN,Carrier,20162017
Josiah Slavin,8481004,75,205,1998-12-31,Erie,CO,USA,2018.0,7.0,193.0,N,CAR,Carolina Hurricanes,L,L,1,0,0,0,USA,Slavin,20212022
Jonas Siegenthaler,8478399,74,218,1997-05-06,Zurich,,CHE,2015.0,2.0,57.0,N,NJD,New Jersey Devils,L,D,79,0,15,15,CHE,Siegenthaler,20182019
Jack Ahcan,8482072,68,180,1997-05-18,Savage,MN,USA,,,,N,COL,Colorado Avalanche,L,D,9,0,2,2,USA,Ahcan,20202021
Kyle MacLean,8481237,73,190,1999-04-29,Verona,NJ,USA,,,,N,NYI,New York Islanders,L,C,57,2,5,7,USA,MacLean,20232024
Trent Frederic,8479365,75,221,1998-02-11,St. Louis,MO,USA,2016.0,1.0,29.0,N,EDM,Edmonton Oilers,L,C,71,4,3,7,USA,Frederic,20182019
Vincent Iorio,8482861,76,220,2002-11-14,Coquitlam,BC,CAN,2021.0,2.0,55.0,N,NYR,New York Rangers,R,D,27,0,3,3,CAN,Iorio,20222023
Harrison Brunicke,8484839,75,201,2006-05-08,Johannesburg,,ZAF,2024.0,2.0,44.0,N,PIT,Pittsburgh Penguins,R,D,9,1,0,1,CAN,Brunicke,20252026
Ivan Miroshnichenko,8483491,73,185,2004-02-04,Ussuriysk,,RUS,2022.0,1.0,20.0,N,WSH,Washington Capitals,R,L,10,2,1,3,RUS,Miroshnichenko,20232024
Brett Kulak,8476967,73,192,1994-01-06,Edmonton,AB,CAN,2012.0,4.0,105.0,N,COL,Colorado Avalanche,L,D,79,1,10,11,CAN,Kulak,20142015
Charlie Coyle,8475745,75,221,1992-03-02,East Weymouth,MA,USA,2010.0,1.0,28.0,N,CBJ,Columbus Blue Jackets,R,C,79,18,38,56,USA,Coyle,20122013
Brayden Pachal,8481167,74,202,1999-08-23,Estevan,SK,CAN,,,,N,CGY,Calgary Flames,R,D,36,0,4,4,CAN,Pachal,20212022
Ethan Del Mastro,8482807,76,210,2003-01-15,Burlington,ON,CAN,2021.0,4.0,105.0,N,CHI,Chicago Blackhawks,L,D,17,0,0,0,CAN,Del Mastro,20232024
Landon Slaggert,8482172,72,180,2002-06-25,South Bend,IN,USA,2020.0,3.0,79.0,N,CHI,Chicago Blackhawks,L,L,51,3,4,7,USA,Slaggert,20232024
Joel Hanley,8477810,71,186,1991-06-08,Keswick,ON,CAN,,,,N,CGY,Calgary Flames,L,D,68,0,7,7,CAN,Hanley,20152016
Marat Khusnutdinov,8482177,71,184,2002-07-17,Moscow,,RUS,2020.0,2.0,37.0,N,BOS,Boston Bruins,L,C,74,15,18,33,RUS,Khusnutdinov,20232024
Sidney Crosby,8471675,71,200,1987-08-07,Cole Harbour,NS,CAN,2005.0,1.0,1.0,N,PIT,Pittsburgh Penguins,L,C,67,29,45,74,CAN,Crosby,20052006
Nikita Kucherov,8476453,72,173,1993-06-17,Maykop,,RUS,2011.0,2.0,58.0,N,TBL,Tampa Bay Lightning,L,R,73,43,85,128,RUS,Kucherov,20132014
Ville Koivunen,8482758,72,184,2003-06-13,Oulu,,FIN,2021.0,2.0,51.0,N,PIT,Pittsburgh Penguins,L,R,36,2,5,7,FIN,Koivunen,20242025
Tyson Hinds,8482731,75,201,2003-03-12,Gatineau,QC,CAN,2021.0,3.0,76.0,N,ANA,Anaheim Ducks,L,D,3,0,0,0,CAN,Hinds,20252026
Leo Carlsson,8484153,75,208,2004-12-26,Karlstad,,SWE,2023.0,1.0,2.0,N,ANA,Anaheim Ducks,L,C,67,28,37,65,SWE,Carlsson,20232024
Rickard Rakell,8476483,73,194,1993-05-05,Sundbyberg,,SWE,2011.0,1.0,30.0,N,PIT,Pittsburgh Penguins,R,R,58,24,24,48,SWE,Rakell,20122013
William Nylander,8477939,72,200,1996-05-01,Calgary,AB,CAN,2014.0,1.0,8.0,N,TOR,Toronto Maple Leafs,R,R,62,26,47,73,SWE,Nylander,20152016
Ivan Demidov,8484984,73,192,2005-12-10,Sergiyev Posad,,RUS,2024.0,1.0,5.0,N,MTL,Montréal Canadiens,L,R,79,18,43,61,RUS,Demidov,20242025
Rory Kerins,8482209,70,175,2002-04-12,Caledon,ON,CAN,2020.0,6.0,174.0,N,CGY,Calgary Flames,L,C,2,0,0,0,CAN,Kerins,20242025
Zach Werenski,8478460,74,214,1997-07-19,Grosse Pointe,MI,USA,2015.0,1.0,8.0,N,CBJ,Columbus Blue Jackets,L,D,72,22,58,80,USA,Werenski,20162017
Garrett Wilson,8475253,75,218,1991-03-16,Barrie,ON,CAN,2009.0,4.0,107.0,N,PHI,Philadelphia Flyers,L,L,2,0,0,0,CAN,Wilson,20132014
Claude Giroux,8473512,71,186,1988-01-12,Hearst,ON,CAN,2006.0,1.0,22.0,N,OTT,Ottawa Senators,R,R,79,14,32,46,CAN,Giroux,20072008
